name,name_lower,firstinitial_lower,firstname_lower,lastname_lower,position_description,position_description_cleaned,value,birth_date,birth_year,birth_month,age,playing_country
Bailey Peacock-Farrell,bailey peacock-farrell,b,bailey,peacock-farrell,Goalkeeper,Goalkeeper,1080000.0,1996-10-29,1996,10,23,Northern Ireland
Will Norris,will norris,w,will,norris,Goalkeeper,Goalkeeper,225000.0,1993-08-12,1993,8,27,England
Lukas Jensen,lukas jensen,l,lukas,jensen,Goalkeeper,Goalkeeper,23000.0,1999-03-18,1999,3,21,Denmark
James Tarkowski,james tarkowski,j,james,tarkowski,Centre-Back,Defender,18000000.0,1992-11-19,1992,11,27,England
Ben Mee,ben mee,b,ben,mee,Centre-Back,Defender,7200000.0,1989-09-21,1989,9,30,England
Ben Gibson,ben gibson,b,ben,gibson,Centre-Back,Defender,4050000.0,1993-01-15,1993,1,27,England
Kevin Long,kevin long,k,kevin,long,Centre-Back,Defender,1440000.0,1990-08-18,1990,8,30,Ireland
Jimmy Dunne,jimmy dunne,j,jimmy,dunne,Centre-Back,Defender,180000.0,1997-10-19,1997,10,22,Ireland
Bobby Thomas,bobby thomas,b,bobby,thomas,Centre-Back,Defender,180000.0,2001-01-30,2001,1,19,England
Charlie Taylor,charlie taylor,c,charlie,taylor,Left-Back,Defender,3600000.0,1993-09-18,1993,9,26,England
Erik Pieters,erik pieters,e,erik,pieters,Left-Back,Defender,3600000.0,1988-08-07,1988,8,32,Netherlands
Matthew Lowton,matthew lowton,m,matthew,lowton,Right-Back,Defender,3600000.0,1989-06-09,1989,6,31,England
Phil Bardsley,phil bardsley,p,phil,bardsley,Right-Back,Defender,720000.0,1985-06-28,1985,6,35,Scotland
Jack Cork,jack cork,j,jack,cork,Defensive Midfield,Midfielder,10800000.0,1989-06-25,1989,6,31,England
Ashley Westwood,ashley westwood,a,ashley,westwood,Defensive Midfield,Midfielder,4950000.0,1990-04-01,1990,4,30,England
Josh Brownhill,josh brownhill,j,josh,brownhill,Central Midfield,Midfielder,4950000.0,1995-12-19,1995,12,24,England
Aiden O'Neill,aiden o'neill,a,aiden,o'neill,Central Midfield,Midfielder,450000.0,1998-07-04,1998,7,22,Australia
Mace Goodridge,mace goodridge,m,mace,goodridge,Central Midfield,Midfielder,180000.0,1999-09-13,1999,9,20,England
Robbie Brady,robbie brady,r,robbie,brady,Left Midfield,Midfielder,4320000.0,1992-01-14,1992,1,28,Ireland
Dwight McNeil,dwight mcneil,d,dwight,mcneil,Left Winger,Forward,22500000.0,1999-11-22,1999,11,20,England
Jóhann Berg Gudmundsson,johann berg gudmundsson,j,johann,gudmundsson,Right Winger,Forward,7200000.0,1990-10-27,1990,10,29,Iceland
Chris Wood,chris wood,c,chris,wood,Centre-Forward,Forward,13050000.0,1991-12-07,1991,12,28,New Zealand
Ashley Barnes,ashley barnes,a,ashley,barnes,Centre-Forward,Forward,7200000.0,1989-10-30,1989,10,30,England
Jay Rodríguez,jay rodriguez,j,jay,rodriguez,Centre-Forward,Forward,5400000.0,1989-07-29,1989,7,31,England
Matej Vydra,matej vydra,m,matej,vydra,Centre-Forward,Forward,3600000.0,1992-05-01,1992,5,28,Czech Republic
Aaron Ramsdale,aaron ramsdale,a,aaron,ramsdale,Goalkeeper,Goalkeeper,11250000.0,1998-05-14,1998,5,22,England
Michael Verrips,michael verrips,m,michael,verrips,Goalkeeper,Goalkeeper,720000.0,1996-12-03,1996,12,23,Netherlands
Wes Foderingham,wes foderingham,w,wes,foderingham,Goalkeeper,Goalkeeper,360000.0,1991-01-14,1991,1,29,England
Simon Moore,simon moore,s,simon,moore,Goalkeeper,Goalkeeper,360000.0,1990-05-19,1990,5,30,England
John Egan,john egan,j,john,egan,Centre-Back,Defender,11700000.0,1992-10-20,1992,10,27,Ireland
Jack O'Connell,jack o'connell,j,jack,o'connell,Centre-Back,Defender,8550000.0,1994-03-29,1994,3,26,England
Chris Basham,chris basham,c,chris,basham,Centre-Back,Defender,2700000.0,1988-07-20,1988,7,32,England
Phil Jagielka,phil jagielka,p,phil,jagielka,Centre-Back,Defender,720000.0,1982-08-17,1982,8,38,England
Kean Bryan,kean bryan,k,kean,bryan,Centre-Back,Defender,225000.0,1996-11-01,1996,11,23,England
Enda Stevens,enda stevens,e,enda,stevens,Left-Back,Defender,4950000.0,1990-07-09,1990,7,30,Ireland
Jack Robinson,jack robinson,j,jack,robinson,Left-Back,Defender,1800000.0,1993-09-01,1993,9,26,England
George Baldock,george baldock,g,george,baldock,Right-Back,Defender,5850000.0,1993-03-09,1993,3,27,England
Sander Berge,sander berge,s,sander,berge,Defensive Midfield,Midfielder,18000000.0,1998-02-14,1998,2,22,Norway
Jack Rodwell,jack rodwell,j,jack,rodwell,Defensive Midfield,Midfielder,1080000.0,1991-03-11,1991,3,29,England
Oliver Norwood,oliver norwood,o,oliver,norwood,Central Midfield,Midfielder,8100000.0,1991-04-12,1991,4,29,Northern Ireland
John Fleck,john fleck,j,john,fleck,Central Midfield,Midfielder,7200000.0,1991-08-24,1991,8,29,Scotland
John Lundstram,john lundstram,j,john,lundstram,Central Midfield,Midfielder,7200000.0,1994-02-18,1994,2,26,England
Ben Osborn,ben osborn,b,ben,osborn,Left Midfield,Midfielder,1800000.0,1994-08-05,1994,8,26,England
Callum Robinson,callum robinson,c,callum,robinson,Left Winger,Forward,4950000.0,1995-02-02,1995,2,25,Ireland
Lys Mousset,lys mousset,l,lys,mousset,Centre-Forward,Forward,12600000.0,1996-02-08,1996,2,24,France
Oliver McBurnie,oliver mcburnie,o,oliver,mcburnie,Centre-Forward,Forward,10800000.0,1996-06-04,1996,6,24,Scotland
David McGoldrick,david mcgoldrick,d,david,mcgoldrick,Centre-Forward,Forward,1800000.0,1987-11-29,1987,11,32,Ireland
Billy Sharp,billy sharp,b,billy,sharp,Centre-Forward,Forward,1440000.0,1986-02-05,1986,2,34,England
Marek Rodak,marek rodak,m,marek,rodak,Goalkeeper,Goalkeeper,3600000.0,1996-12-13,1996,12,23,Slovakia
Marcus Bettinelli,marcus bettinelli,m,marcus,bettinelli,Goalkeeper,Goalkeeper,1440000.0,1992-05-24,1992,5,28,England
Fabri,fabri,f,fabri,fabri,Goalkeeper,Goalkeeper,1080000.0,1987-12-31,1987,12,32,Spain
Alfie Mawson,alfie mawson,a,alfie,mawson,Centre-Back,Defender,6300000.0,1994-01-19,1994,1,26,England
Michael Hector,michael hector,m,michael,hector,Centre-Back,Defender,4320000.0,1992-07-19,1992,7,28,Jamaica
Maxime Le Marchand,maxime le marchand,m,maxime,marchand,Centre-Back,Defender,1440000.0,1989-10-11,1989,10,30,France
Tim Ream,tim ream,t,tim,ream,Centre-Back,Defender,1080000.0,1987-10-05,1987,10,32,United States
Joe Bryan,joe bryan,j,joe,bryan,Left-Back,Defender,4950000.0,1993-09-17,1993,9,26,England
Antonee Robinson,antonee robinson,a,antonee,robinson,Left-Back,Defender,3150000.0,1997-08-08,1997,8,23,United States
Steven Sessegnon,steven sessegnon,s,steven,sessegnon,Right-Back,Defender,2070000.0,2000-05-18,2000,5,20,England
Denis Odoi,denis odoi,d,denis,odoi,Right-Back,Defender,1440000.0,1988-05-27,1988,5,32,Belgium
Cyrus Christie,cyrus christie,c,cyrus,christie,Right-Back,Defender,1440000.0,1992-09-30,1992,9,27,Ireland
André Zambo Anguissa,andre zambo anguissa,a,andre,anguissa,Defensive Midfield,Midfielder,18000000.0,1995-11-16,1995,11,24,Cameroon
Kevin McDonald,kevin mcdonald,k,kevin,mcdonald,Defensive Midfield,Midfielder,1800000.0,1988-11-04,1988,11,31,Scotland
Tom Cairney,tom cairney,t,tom,cairney,Central Midfield,Midfielder,10800000.0,1991-01-20,1991,1,29,Scotland
Jean Michaël Seri,jean michael seri,j,jean,seri,Central Midfield,Midfielder,8100000.0,1991-07-19,1991,7,29,Cote d'Ivoire
Stefan Johansen,stefan johansen,s,stefan,johansen,Central Midfield,Midfielder,2880000.0,1991-01-08,1991,1,29,Norway
Josh Onomah,josh onomah,j,josh,onomah,Attacking Midfield,Midfielder,3600000.0,1997-04-27,1997,4,23,England
Ivan Cavaleiro,ivan cavaleiro,i,ivan,cavaleiro,Left Winger,Forward,7200000.0,1993-10-18,1993,10,26,Portugal
Neeskens Kebano,neeskens kebano,n,neeskens,kebano,Left Winger,Forward,1080000.0,1992-03-10,1992,3,28,DR Congo
Sylvester Jasper,sylvester jasper,s,sylvester,jasper,Left Winger,Forward,,2001-09-13,2001,9,18,England
Anthony Knockaert,anthony knockaert,a,anthony,knockaert,Right Winger,Forward,5850000.0,1991-11-20,1991,11,28,France
Aboubakar Kamara,aboubakar kamara,a,aboubakar,kamara,Right Winger,Forward,1440000.0,1995-03-07,1995,3,25,France
Bobby Reid,bobby reid,b,bobby,reid,Second Striker,Forward,7200000.0,1993-02-02,1993,2,27,Jamaica
Aleksandar Mitrovic,aleksandar mitrovic,a,aleksandar,mitrovic,Centre-Forward,Forward,18000000.0,1994-09-16,1994,9,25,Serbia
Jay Stansfield,jay stansfield,j,jay,stansfield,Centre-Forward,Forward,405000.0,2002-11-24,2002,11,17,England
Illan Meslier,illan meslier,i,illan,meslier,Goalkeeper,Goalkeeper,4050000.0,2000-03-02,2000,3,20,France
Kiko Casilla,kiko casilla,k,kiko,casilla,Goalkeeper,Goalkeeper,1800000.0,1986-10-02,1986,10,33,Spain
Elia Caprile,elia caprile,e,elia,caprile,Goalkeeper,Goalkeeper,90000.0,2001-08-25,2001,8,19,Italy
Kamil Miazek,kamil miazek,k,kamil,miazek,Goalkeeper,Goalkeeper,90000.0,1996-08-15,1996,8,24,Poland
Robin Koch,robin koch,r,robin,koch,Centre-Back,Defender,15300000.0,1996-07-17,1996,7,24,Germany
Liam Cooper,liam cooper,l,liam,cooper,Centre-Back,Defender,4950000.0,1991-08-30,1991,8,29,Scotland
Pascal Struijk,pascal struijk,p,pascal,struijk,Centre-Back,Defender,,1999-08-11,1999,8,21,Netherlands
Oliver Casey,oliver casey,o,oliver,casey,Centre-Back,Defender,,2000-10-14,2000,10,19,England
Ezgjan Alioski,ezgjan alioski,e,ezgjan,alioski,Left-Back,Defender,3150000.0,1992-02-12,1992,2,28,North Macedonia
Stuart Dallas,stuart dallas,s,stuart,dallas,Left-Back,Defender,2160000.0,1991-04-19,1991,4,29,Northern Ireland
Barry Douglas,barry douglas,b,barry,douglas,Left-Back,Defender,1800000.0,1989-09-04,1989,9,30,Scotland
Leif Davis,leif davis,l,leif,davis,Left-Back,Defender,90000.0,2000-01-12,2000,1,20,England
Luke Ayling,luke ayling,l,luke,ayling,Right-Back,Defender,2160000.0,1991-08-25,1991,8,29,England
Cody Drameh,cody drameh,c,cody,drameh,Right-Back,Defender,,2001-12-08,2001,12,18,England
Kalvin Phillips,kalvin phillips,k,kalvin,phillips,Defensive Midfield,Midfielder,10800000.0,1995-12-02,1995,12,24,England
Ouasim Bouy,ouasim bouy,o,ouasim,bouy,Defensive Midfield,Midfielder,293000.0,1993-06-11,1993,6,27,Morocco
Conor Shaughnessy,conor shaughnessy,c,conor,shaughnessy,Defensive Midfield,Midfielder,225000.0,1996-06-30,1996,6,24,Ireland
Adam Forshaw,adam forshaw,a,adam,forshaw,Central Midfield,Midfielder,2880000.0,1991-10-08,1991,10,28,England
Mateusz Klich,mateusz klich,m,mateusz,klich,Central Midfield,Midfielder,2520000.0,1990-06-13,1990,6,30,Poland
Jamie Shackleton,jamie shackleton,j,jamie,shackleton,Central Midfield,Midfielder,2070000.0,1999-10-08,1999,10,20,England
Mateusz Bogusz,mateusz bogusz,m,mateusz,bogusz,Central Midfield,Midfielder,90000.0,2001-08-22,2001,8,19,Poland
Robbie Gotts,robbie gotts,r,robbie,gotts,Central Midfield,Midfielder,,1999-11-09,1999,11,20,England
Alfie McCalmont,alfie mccalmont,a,alfie,mccalmont,Central Midfield,Midfielder,,2000-03-25,2000,3,20,Northern Ireland
Jordan Stevens,jordan stevens,j,jordan,stevens,Right Midfield,Midfielder,180000.0,2000-03-25,2000,3,20,England
Pablo Hernández,pablo hernandez,p,pablo,hernandez,Attacking Midfield,Midfielder,1080000.0,1985-04-11,1985,4,35,Spain
Jack Harrison,jack harrison,j,jack,harrison,Left Winger,Forward,4680000.0,1996-11-20,1996,11,23,England
Hélder Costa,helder costa,h,helder,costa,Right Winger,Forward,7200000.0,1994-01-12,1994,1,26,Portugal
Ian Poveda,ian poveda,i,ian,poveda,Right Winger,Forward,608000.0,2000-02-09,2000,2,20,England
Rodrigo,rodrigo,r,rodrigo,rodrigo,Centre-Forward,Forward,36000000.0,1991-03-06,1991,3,29,Spain
Patrick Bamford,patrick bamford,p,patrick,bamford,Centre-Forward,Forward,5850000.0,1993-09-05,1993,9,26,England
Tyler Roberts,tyler roberts,t,tyler,roberts,Centre-Forward,Forward,3240000.0,1999-01-12,1999,1,21,Wales
Joe Gelhardt,joe gelhardt,j,joe,gelhardt,Centre-Forward,Forward,1170000.0,2002-05-04,2002,5,18,England
Jay-Roy Grot,jay-roy grot,j,jay-roy,grot,Centre-Forward,Forward,720000.0,1998-03-13,1998,3,22,Netherlands
Sam Johnstone,sam johnstone,s,sam,johnstone,Goalkeeper,Goalkeeper,4950000.0,1993-03-25,1993,3,27,England
Alex Palmer,alex palmer,a,alex,palmer,Goalkeeper,Goalkeeper,,1996-08-10,1996,8,24,England
Semi Ajayi,semi ajayi,s,semi,ajayi,Centre-Back,Defender,3600000.0,1993-11-09,1993,11,26,Nigeria
Ahmed Hegazy,ahmed hegazy,a,ahmed,hegazy,Centre-Back,Defender,3150000.0,1991-01-25,1991,1,29,Egypt
Kyle Bartley,kyle bartley,k,kyle,bartley,Centre-Back,Defender,2520000.0,1991-05-22,1991,5,29,England
Dara O'Shea,dara o'shea,d,dara,o'shea,Centre-Back,Defender,810000.0,1999-03-04,1999,3,21,Ireland
Kieran Gibbs,kieran gibbs,k,kieran,gibbs,Left-Back,Defender,2880000.0,1989-09-26,1989,9,30,England
Conor Townsend,conor townsend,c,conor,townsend,Left-Back,Defender,720000.0,1993-03-04,1993,3,27,England
Darnell Furlong,darnell furlong,d,darnell,furlong,Right-Back,Defender,2880000.0,1995-10-31,1995,10,24,England
Jake Livermore,jake livermore,j,jake,livermore,Defensive Midfield,Midfielder,4950000.0,1989-11-14,1989,11,30,England
Romaine Sawyers,romaine sawyers,r,romaine,sawyers,Central Midfield,Midfielder,2880000.0,1991-11-02,1991,11,28,St. Kitts & Nevis
Rekeem Harper,rekeem harper,r,rekeem,harper,Central Midfield,Midfielder,2070000.0,2000-03-08,2000,3,20,England
Sam Field,sam field,s,sam,field,Central Midfield,Midfielder,900000.0,1998-05-08,1998,5,22,England
Kamil Grosicki,kamil grosicki,k,kamil,grosicki,Left Winger,Forward,2160000.0,1988-06-08,1988,6,32,Poland
Kyle Edwards,kyle edwards,k,kyle,edwards,Left Winger,Forward,1170000.0,1998-02-17,1998,2,22,England
Matheus Pereira,matheus pereira,m,matheus,pereira,Right Winger,Forward,8550000.0,1996-05-05,1996,5,24,Brazil
Matt Phillips,matt phillips,m,matt,phillips,Right Winger,Forward,4950000.0,1991-03-13,1991,3,29,Scotland
Oliver Burke,oliver burke,o,oliver,burke,Right Winger,Forward,4320000.0,1997-04-07,1997,4,23,Scotland
Kenneth Zohore,kenneth zohore,k,kenneth,zohore,Centre-Forward,Forward,3600000.0,1994-01-31,1994,1,26,Denmark
Charlie Austin,charlie austin,c,charlie,austin,Centre-Forward,Forward,2880000.0,1989-07-05,1989,7,31,England
Hal Robson-Kanu,hal robson-kanu,h,hal,robson-kanu,Centre-Forward,Forward,2160000.0,1989-05-21,1989,5,31,Wales
Samir Handanovic,samir handanovic,s,samir,handanovic,Goalkeeper,Goalkeeper,3600000.0,1984-07-14,1984,7,36,Slovenia
Gabriel Brazão,gabriel brazao,g,gabriel,brazao,Goalkeeper,Goalkeeper,1350000.0,2000-10-05,2000,10,19,Brazil
Daniele Padelli,daniele padelli,d,daniele,padelli,Goalkeeper,Goalkeeper,450000.0,1985-10-25,1985,10,34,Italy
Tommaso Berni,tommaso berni,t,tommaso,berni,Goalkeeper,Goalkeeper,90000.0,1983-03-06,1983,3,37,Italy
Stefan de Vrij,stefan de vrij,s,stefan,vrij,Centre-Back,Defender,54000000.0,1992-02-05,1992,2,28,Netherlands
Milan Skriniar,milan skriniar,m,milan,skriniar,Centre-Back,Defender,45000000.0,1995-02-11,1995,2,25,Slovakia
Alessandro Bastoni,alessandro bastoni,a,alessandro,bastoni,Centre-Back,Defender,40500000.0,1999-04-13,1999,4,21,Italy
Diego Godín,diego godin,d,diego,godin,Centre-Back,Defender,4500000.0,1986-02-16,1986,2,34,Uruguay
Andrea Ranocchia,andrea ranocchia,a,andrea,ranocchia,Centre-Back,Defender,1800000.0,1988-02-16,1988,2,32,Italy
Lorenzo Pirola,lorenzo pirola,l,lorenzo,pirola,Centre-Back,Defender,1350000.0,2002-02-20,2002,2,18,Italy
Danilo D'Ambrosio,danilo d'ambrosio,d,danilo,d'ambrosio,Right-Back,Defender,9000000.0,1988-09-09,1988,9,31,Italy
Georgios Vagiannidis,georgios vagiannidis,g,georgios,vagiannidis,Right-Back,Defender,360000.0,2001-09-12,2001,9,18,Greece
Marcelo Brozovic,marcelo brozovic,m,marcelo,brozovic,Defensive Midfield,Midfielder,45000000.0,1992-11-16,1992,11,27,Croatia
Lucien Agoume,lucien agoume,l,lucien,agoume,Defensive Midfield,Midfielder,3150000.0,2002-02-09,2002,2,18,France
Nicolò Barella,nicolo barella,n,nicolo,barella,Central Midfield,Midfielder,45000000.0,1997-02-07,1997,2,23,Italy
Stefano Sensi,stefano sensi,s,stefano,sensi,Central Midfield,Midfielder,18000000.0,1995-08-05,1995,8,25,Italy
Matías Vecino,matias vecino,m,matias,vecino,Central Midfield,Midfielder,14400000.0,1991-08-24,1991,8,29,Uruguay
Roberto Gagliardini,roberto gagliardini,r,roberto,gagliardini,Central Midfield,Midfielder,12600000.0,1994-04-07,1994,4,26,Italy
João Mário,joao mario,j,joao,mario,Central Midfield,Midfielder,11700000.0,1993-01-19,1993,1,27,Portugal
Borja Valero,borja valero,b,borja,valero,Central Midfield,Midfielder,1080000.0,1985-01-12,1985,1,35,Spain
